Act_TV;Act_Cooking;Act_Laundry;Act_WashDress;Act_Iron;Act_HouseClean
1.00000;0.33333;0.00000;0.33333;0.00000;0.00000
1.00000;1.00000;0.00000;0.00000;0.00000;0.00000
1.00000;1.00000;0.00000;0.00000;0.00000;0.00000
1.00000;1.00000;0.00000;0.00000;0.00000;0.00000
1.00000;1.00000;0.00000;1.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;1.00000;1.00000;0.00000
0.00000;1.00000;0.00000;1.00000;0.50000;0.00000
0.00000;0.42857;0.00000;0.85714;0.14286;0.14286
0.00000;0.16667;0.16667;1.00000;0.00000;0.16667
0.00000;0.50000;0.00000;0.87500;0.12500;0.12500
0.28571;0.78571;0.00000;0.92857;0.00000;0.00000
0.16667;0.75000;0.00000;0.83333;0.00000;0.08333
0.33333;0.16667;0.00000;1.00000;0.00000;0.50000
0.27273;0.36364;0.09091;0.81818;0.00000;0.18182
0.50000;0.16667;0.16667;0.83333;0.00000;0.16667
0.50000;0.00000;0.00000;1.00000;0.25000;0.25000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1.00000;0.50000;0.00000;0.50000;0.00000;0.00000
1.00000;0.50000;0.00000;0.00000;0.00000;0.00000
1.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1.00000;0.00000;0.00000;1.00000;0.00000;0.00000
1.00000;1.00000;0.00000;1.00000;0.00000;0.00000
1.00000;0.00000;0.00000;0.00000;0.00000;1.00000
0.66667;0.33333;0.00000;0.33333;0.00000;0.66667
