Act_TV;Act_Cooking;Act_Laundry;Act_WashDress;Act_Iron;Act_HouseClean
0.06222;0.15852;0.00444;0.27556;0.00889;0.01778
0.05804;0.13646;0.01222;0.32994;0.00611;0.02138
0.06445;0.12038;0.01517;0.30427;0.00474;0.03128
0.08069;0.10386;0.01631;0.29356;0.00429;0.03004
0.07100;0.14048;0.01360;0.28776;0.00604;0.02644
0.08376;0.15513;0.01748;0.23452;0.00583;0.02913
0.07662;0.14795;0.01982;0.25561;0.00727;0.04227
0.06580;0.16835;0.01067;0.27030;0.00711;0.04683
0.07542;0.15199;0.01439;0.23374;0.00748;0.05124
0.07576;0.14085;0.01515;0.22166;0.00730;0.06173
0.06749;0.14837;0.01660;0.23514;0.00428;0.07231
0.07676;0.15246;0.01959;0.21758;0.00582;0.08841
0.06863;0.14757;0.02425;0.21672;0.00722;0.08927
0.07012;0.15091;0.02490;0.21799;0.00864;0.09756
0.07627;0.15653;0.02493;0.17797;0.00997;0.11515
0.08528;0.13096;0.03147;0.16701;0.00914;0.12690
0.08889;0.13695;0.03411;0.14987;0.01034;0.13437
0.09375;0.12240;0.02813;0.13385;0.01198;0.14792
0.08892;0.13365;0.02496;0.14093;0.01144;0.14457
0.08215;0.12533;0.03002;0.14639;0.01685;0.14955
0.09009;0.09755;0.03198;0.13486;0.01919;0.15885
0.09410;0.10207;0.02711;0.11696;0.01967;0.17012
0.10016;0.09643;0.03889;0.10602;0.02078;0.16729
0.09984;0.10198;0.03951;0.09610;0.02189;0.17459
0.09724;0.10149;0.03241;0.09245;0.02604;0.15887
0.10011;0.12580;0.03801;0.08779;0.02088;0.15899
0.09825;0.10972;0.03493;0.08242;0.02347;0.15338
0.10593;0.10373;0.03842;0.07355;0.02360;0.15532
0.11196;0.12671;0.03277;0.06827;0.02403;0.14309
0.11513;0.13432;0.03125;0.06195;0.02083;0.14912
0.11794;0.14895;0.03322;0.05482;0.01772;0.13677
0.11092;0.17714;0.03622;0.05942;0.01754;0.11828
0.10891;0.17981;0.03517;0.05105;0.01588;0.10607
0.11321;0.18925;0.02630;0.04917;0.01658;0.10463
0.10915;0.18135;0.02615;0.04662;0.01364;0.09039
0.11708;0.18161;0.01999;0.03998;0.01485;0.08053
0.13003;0.17434;0.01784;0.03913;0.01438;0.07710
0.14464;0.18731;0.01897;0.05039;0.01186;0.06343
0.15258;0.15317;0.01408;0.04812;0.01526;0.06514
0.16057;0.14522;0.02066;0.04309;0.01712;0.06139
0.16083;0.14599;0.02018;0.03501;0.01543;0.07240
0.18008;0.13596;0.01610;0.03041;0.01789;0.07454
0.17745;0.13412;0.01602;0.02849;0.01662;0.07537
0.20181;0.12470;0.01687;0.03072;0.01867;0.06928
0.21744;0.11084;0.01817;0.03574;0.02120;0.06723
0.23105;0.09824;0.01819;0.03335;0.02122;0.06853
0.23586;0.09446;0.01685;0.03189;0.01986;0.07100
0.24179;0.08836;0.02090;0.02746;0.02209;0.06269
0.24911;0.07729;0.01843;0.02616;0.02319;0.06421
0.24329;0.08646;0.01849;0.03041;0.02683;0.05903
0.24789;0.08664;0.01324;0.02467;0.03069;0.06017
0.24703;0.08076;0.00891;0.02316;0.03029;0.05938
0.25572;0.08563;0.01114;0.02581;0.02405;0.05924
0.26391;0.08225;0.01124;0.02367;0.02249;0.05621
0.26171;0.10012;0.01112;0.02810;0.02225;0.05738
0.22504;0.15291;0.01673;0.03405;0.02077;0.04039
0.23001;0.13731;0.01564;0.03476;0.01796;0.03882
0.23713;0.12666;0.01677;0.03297;0.01909;0.04396
0.23198;0.14709;0.01512;0.02674;0.01919;0.03605
0.24154;0.14702;0.01167;0.02392;0.02159;0.03851
0.23068;0.16618;0.00872;0.02963;0.02150;0.03777
0.22184;0.18639;0.01372;0.03831;0.02058;0.03888
0.23216;0.18460;0.00736;0.04304;0.01699;0.03284
0.24152;0.19627;0.00848;0.04072;0.01697;0.03111
0.24324;0.19200;0.01070;0.03941;0.01351;0.02872
0.25634;0.18873;0.00901;0.03831;0.01127;0.02648
0.25518;0.17627;0.00560;0.04589;0.01119;0.02015
0.25481;0.18516;0.00453;0.04983;0.01133;0.02039
0.27734;0.17756;0.00733;0.04791;0.01240;0.02368
0.28987;0.15613;0.00616;0.05932;0.01287;0.02350
0.30904;0.14181;0.00508;0.06102;0.01243;0.02599
0.32004;0.13307;0.00449;0.06289;0.01291;0.02639
0.31805;0.12394;0.00453;0.07301;0.01358;0.02207
0.36728;0.11327;0.00744;0.07952;0.01201;0.01602
0.38501;0.09954;0.00458;0.07323;0.01201;0.01773
0.42042;0.08899;0.00342;0.06104;0.01255;0.01654
0.45227;0.07727;0.00795;0.06023;0.01136;0.01705
0.46705;0.06932;0.00682;0.05795;0.01193;0.01420
0.47676;0.06655;0.00574;0.04991;0.01549;0.01377
0.48056;0.06094;0.00696;0.05165;0.01915;0.01045
0.50990;0.06112;0.00640;0.04889;0.01572;0.01281
0.53333;0.05439;0.00526;0.04211;0.01579;0.01170
0.54062;0.05202;0.00409;0.04383;0.01636;0.00935
0.56239;0.04643;0.00464;0.04179;0.01799;0.01045
0.56634;0.04480;0.00517;0.03848;0.01551;0.00862
0.55746;0.04403;0.00400;0.04974;0.01258;0.00915
0.56061;0.04326;0.00341;0.04781;0.01024;0.01195
0.57102;0.03848;0.00396;0.04244;0.00849;0.01188
0.56792;0.03801;0.00335;0.04639;0.00894;0.01174
0.58023;0.03609;0.00389;0.05164;0.00888;0.00944
0.56309;0.03691;0.00386;0.06116;0.00771;0.00716
0.48421;0.05540;0.00111;0.09640;0.00554;0.00997
0.49720;0.03751;0.00224;0.08007;0.00448;0.00896
0.49779;0.02879;0.00332;0.06921;0.00388;0.00720
0.47800;0.02585;0.00220;0.08581;0.00385;0.00990
0.47380;0.02899;0.00056;0.09030;0.00502;0.01003
0.45882;0.02588;0.00059;0.10647;0.00294;0.00588
0.42738;0.02892;0.00257;0.12211;0.00514;0.00450
0.41799;0.02215;0.00000;0.08374;0.00623;0.00554
0.41703;0.02256;0.00073;0.08734;0.00437;0.00655
0.37761;0.02625;0.00000;0.10270;0.00386;0.00618
0.38917;0.02538;0.00169;0.09560;0.00508;0.00761
0.37363;0.02564;0.00092;0.10348;0.00366;0.00458
